Code,observations,date_start,date_end,close_mean,close_median,volume_mean,volume_median,zero_volume_rate,return_observations,return_mean,return_std,return_skew,return_kurtosis_excess,return_p01,return_p05,return_median,return_p95,return_p99,abs_return_gt_10pct_rate
69760,486,2024-05-31,2026-05-29,3400.9938271604938,3091.0,2817463.5802469137,2276750.0,0.0,485,0.003091956179434786,0.03925130611211792,0.026926199588567856,4.979462313838412,-0.11032755738573734,-0.04806832395193119,0.0014461318499989773,0.06522181151616235,0.12288600782640623,0.030927835051546393
69770,471,2024-05-31,2026-05-29,886.859872611465,860.0,8038.853503184713,1400.0,0.0,470,0.0007198818974356365,0.024085571733810505,3.2483609353314136,36.49538182616933,-0.0660993128119386,-0.027574184587154126,0.0,0.02685195057523118,0.05480405942860636,0.01276595744680851
69810,486,2024-05-31,2026-05-29,3001.953703703704,2800.0,8037583.950617284,6598950.0,0.0,485,0.002426765099911932,0.029739945288698895,0.014642227856846102,4.184435122030478,-0.07095989663185552,-0.04175429864504636,0.001457372130669654,0.05363090636825228,0.09484413211803445,0.016494845360824743
69820,483,2024-05-31,2026-05-29,599.9130434782609,600.0,12545.962732919255,2100.0,0.0,482,-5.9430701404489596e-05,0.022438670474435908,0.008457246775053408,19.447662415083826,-0.05046423495893386,-0.02938740974159253,0.0,0.02912502750860852,0.06408398867784915,0.012448132780082987
69860,486,2024-05-31,2026-05-29,588.7325102880659,593.5,217337.4485596708,133300.0,0.0,485,0.0004680353002684535,0.029021672356319264,-0.5972106124804706,6.046729657533637,-0.08995750165639783,-0.048634945177289515,0.0017050302510845938,0.04451923585345672,0.07180109805776703,0.01443298969072165
69880,486,2024-05-31,2026-05-29,2960.180452674897,2831.0,3138444.8559670784,2830400.0,0.0,485,0.00045440951266992997,0.02549202202797322,-0.8800851574330119,13.826986949947104,-0.07007931695560099,-0.03904529186133114,0.0007757952289795256,0.03419670053238286,0.05557425099668606,0.006185567010309278
69890,486,2024-05-31,2026-05-29,1990.6399176954733,1998.0,24727.366255144032,14550.0,0.0,485,0.001178750695924961,0.01960911144324791,0.8648355675908013,13.117448005435362,-0.05199740429655932,-0.023463131366614754,0.000480884837350537,0.026899585679410424,0.05491448563844675,0.010309278350515464
69930,486,2024-05-31,2026-05-29,55.70164609053498,34.5,44504978.600823045,35398750.0,0.0,485,0.0024635882902322953,0.08021605676368557,1.5795681186238077,12.892365610533625,-0.23042988745724646,-0.08701137698962969,0.0,0.11987648219314016,0.2911230652871342,0.10927835051546392
69940,486,2024-05-31,2026-05-29,563.9156378600823,423.0,137338.683127572,43500.0,0.0,485,0.0023581876797726348,0.034399408090013746,-0.21276751509929845,9.577203731848172,-0.08657689217133807,-0.044159892073732186,0.0,0.05778697043820236,0.10487160347773875,0.024742268041237112
69950,486,2024-05-31,2026-05-29,2458.224279835391,2248.0,167422.01646090535,139650.0,0.0,485,0.0005702984161062618,0.016596484507233014,-0.648501048832786,5.180114324662032,-0.04409981857312573,-0.02905146485574761,0.0019694738025322067,0.022750450858824496,0.040726535585025245,0.002061855670103093
69960,486,2024-05-31,2026-05-29,1388.0802469135801,1219.5,369134.9794238683,279450.0,0.0,485,0.002471508838539216,0.02873725188556283,0.07342450502751839,11.457170128215033,-0.07014653215291883,-0.03753890923593399,0.0008329863038918361,0.04705473282543813,0.08606134122821912,0.012371134020618556
69970,486,2024-05-31,2026-05-29,1366.775720164609,1250.0,344054.5267489712,251450.0,0.0,485,0.002334940130312149,0.03789369049285139,-0.22410982715816707,6.459885410872511,-0.10393841083886443,-0.052936162078944804,0.003129893008927631,0.056774529748506795,0.11984576941405821,0.032989690721649485
69980,485,2024-05-31,2026-05-29,1426.7773195876289,1284.0,20697.731958762888,6300.0,0.0,484,0.0010410601331634476,0.023838281957742322,-0.10005284886681352,8.701756184235153,-0.06853121711875598,-0.027907313896566022,0.0,0.04229401684297739,0.08665231844357854,0.012396694214876033
69990,486,2024-05-31,2026-05-29,1233.5864197530864,1160.0,307664.81481481483,198800.0,0.0,485,0.0012951700982953352,0.030814786101775064,0.4110987848201318,11.442441267318516,-0.09894561662123501,-0.0340255316840727,0.0019627091678486863,0.04050873749444161,0.09225472034848684,0.020618556701030927
70030,486,2024-05-31,2026-05-29,3287.9691358024693,2322.0,8337990.740740741,6338300.0,0.0,485,0.002286575467699667,0.043739406494967124,-0.43833803609190747,6.311523103251005,-0.10050890834164669,-0.05922713264980288,-0.001593625835278445,0.07700566610473263,0.11088359729897829,0.04536082474226804
70040,486,2024-05-31,2026-05-29,1011.8415637860082,991.0,814833.5390946502,685200.0,0.0,485,0.0004608326737327222,0.024191341099171596,-1.837241644046668,16.111698811391427,-0.058364853000614794,-0.03512699008761455,0.001926782869699828,0.03341812458000195,0.06441675245975877,0.008247422680412371
70110,486,2024-05-31,2026-05-29,3152.41975308642,3243.5,47301070.16460905,39349300.0,0.0,485,0.0021097504116981422,0.03233981122611121,0.31974499828623987,4.532463444410447,-0.06715992206588658,-0.04403383570463237,0.0,0.05168240272338838,0.10301659565125366,0.018556701030927835
70120,486,2024-05-31,2026-05-29,1910.6759259259259,1840.8000000000002,41440973.251028806,27826750.0,0.0,485,0.001991665802552847,0.036158293617541824,-0.06855471201000388,2.8459887410871945,-0.0804853929938863,-0.05154659044160699,0.0004465282503307577,0.06074914660695789,0.0909621131604314,0.020618556701030927
